Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
2069,Joshua Quarshie,de GER,MF,Hoffenheim,de Bundesliga,18-226,2004,0.0,3,0,0,0,3,1,3,0,0,,0,,2,10,6,0,0,0,0,0,2,0,Matches,3c200e05
2070,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,fr Ligue 1,20-189,2002,0.9,37,31,37,0,0,0,37,0,0,,0,,20,139,112,0,0,0,0,0,12,0,Matches,1b729a98
2071,Domingos Quina,pt POR,MF,Elche,es La Liga,23-111,1999,3.1,192,6,40,104,53,4,192,9,3,33.3,4,44.4,138,1082,459,12,8,3,7,11,124,7,Matches,41fb0f4e
2072,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,27-340,1995,19.5,964,38,203,494,281,47,964,36,16,44.4,11,30.6,527,3494,1690,34,37,2,39,24,608,59,Matches,8794e251
2073,Nemanja Radonjić,rs SRB,MFFW,Torino,it Serie A,27-022,1996,10.8,495,2,25,157,322,62,495,77,22,28.6,47,61.0,356,3073,1406,55,34,33,43,22,394,113,Matches,0630eb63
2074,Ivan Radovanović,rs SRB,MFDF,Salernitana,it Serie A,34-192,1988,7.5,323,30,130,182,14,2,323,1,0,0.0,1,100.0,175,815,439,2,1,0,6,0,203,2,Matches,023937a9
2075,Ionuț Radu,ro ROU,GK,Cremonese,it Serie A,25-285,1997,9.0,366,305,366,0,0,0,366,0,0,,0,,205,1089,772,0,0,0,0,0,170,0,Matches,67f649be
2076,Ionuț Radu,ro ROU,GK,Auxerre,fr Ligue 1,25-285,1997,7.0,261,221,259,2,0,0,261,0,0,,0,,177,930,659,0,0,0,1,0,125,0,Matches,67f649be
2077,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,31-152,1991,23.0,1089,177,595,465,40,22,1089,3,2,66.7,1,33.3,575,3620,2149,8,5,1,8,2,579,4,Matches,b857bd29
2078,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,18-356,2004,0.2,6,0,1,2,3,1,6,0,0,,0,,3,22,2,1,1,0,1,1,4,1,Matches,ce1a6c7e
2079,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27-129,1995,24.0,869,710,858,11,0,0,869,4,3,75.0,1,25.0,443,2884,1713,0,0,0,2,1,332,0,Matches,58ad9383
2080,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,34-364,1988,11.9,893,15,138,479,281,24,891,7,1,14.3,4,57.1,560,2350,1297,31,22,2,13,8,653,63,Matches,89f951b5
2081,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,21-171,2001,1.0,28,27,28,0,0,0,28,0,0,,0,,18,95,66,0,0,0,0,0,8,0,Matches,b90c4a43
2082,Largie Ramazani,be BEL,FWMF,Almería,es La Liga,22-010,2001,12.4,391,6,59,147,197,38,390,55,25,45.5,26,47.3,260,2114,1037,46,27,16,31,15,279,74,Matches,cc9256ef
2083,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,37-072,1985,8.3,387,75,232,137,22,5,387,2,1,50.0,0,0.0,236,1096,493,2,4,0,4,0,219,2,Matches,8dbff17c
2084,Chris Ramos,es ESP,FWMF,Cádiz,es La Liga,26-050,1997,0.7,34,2,4,11,20,8,34,3,2,66.7,1,33.3,17,93,46,2,0,1,5,0,21,4,Matches,44e07fac
2085,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,36-344,1986,20.0,1797,186,701,978,126,17,1797,13,6,46.2,5,38.5,1463,7200,3411,11,16,3,4,6,1402,7,Matches,08511d65
2086,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,24-299,1998,26.0,788,566,768,20,0,0,788,1,1,100.0,0,0.0,482,2686,1674,0,1,0,0,0,414,0,Matches,466fb2c5
2087,Aaron Ramsey,wls WAL,MF,Nice,fr Ligue 1,32-073,1990,12.5,853,32,165,477,221,32,853,20,12,60.0,4,20.0,613,3015,1192,15,16,5,14,24,570,47,Matches,ef619b0b
2088,Jacob Ramsey,eng ENG,MFFW,Aston Villa,eng Premier League,21-285,2001,16.6,783,35,149,407,240,37,783,27,8,29.6,10,37.0,445,2931,1465,49,37,11,41,20,503,65,Matches,1544f145
2089,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,23-320,1999,3.1,181,17,87,86,9,1,181,2,1,50.0,1,50.0,104,560,300,2,1,0,2,0,120,0,Matches,8c63fae5
2090,Andrea Ranocchia,it ITA,DF,Monza,it Serie A,35-021,1988,0.5,35,13,28,7,0,0,35,0,0,,0,,11,63,22,0,0,0,0,0,13,0,Matches,539230cf
2091,Filippo Ranocchia,it ITA,MF,Monza,it Serie A,21-299,2001,5.6,303,13,68,159,82,3,303,14,8,57.1,3,21.4,192,1264,620,11,16,0,9,8,215,12,Matches,d9ebed1c
2092,Lilian Raolisoa,fr FRA,MFDF,Angers,fr Ligue 1,22-266,2000,0.5,43,1,7,19,17,0,43,1,0,0.0,0,0.0,36,204,30,1,3,0,0,2,31,5,Matches,79a793b7
2093,Raphinha,br BRA,FW,Barcelona,es La Liga,26-085,1996,13.2,946,11,49,301,604,93,946,59,25,42.4,29,49.2,619,3349,1706,66,39,44,38,13,676,194,Matches,3423f250
2094,Nicolai Rapp,de GER,MFDF,Werder Bremen,de Bundesliga,26-086,1996,0.8,68,2,24,36,8,3,68,1,0,0.0,1,100.0,33,134,46,1,0,1,0,0,39,0,Matches,c8b3a472
2095,Elba Rashani,xk KVX,MFDF,Clermont Foot,fr Ligue 1,29-304,1993,16.0,671,19,133,294,258,57,671,35,13,37.1,17,48.6,452,2819,1112,34,23,17,33,17,421,98,Matches,25749008
2096,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,25-129,1997,22.6,836,12,76,309,466,123,836,89,31,34.8,48,53.9,509,3250,1544,57,37,33,60,28,640,171,Matches,a1d5bd30
2097,Giacomo Raspadori,it ITA,FWMF,Napoli,it Serie A,23-019,2000,6.4,384,2,33,170,182,36,384,14,4,28.6,8,57.1,241,961,326,8,6,4,21,9,298,52,Matches,6e058f06
2098,Giacomo Raspadori,it ITA,FW,Sassuolo,it Serie A,23-019,2000,0.5,15,0,0,7,8,2,15,0,0,,0,,10,33,6,0,1,0,2,1,12,4,Matches,6e058f06
2099,Rafael Ratão,br BRA,FW,Toulouse,fr Ligue 1,27-099,1995,14.8,774,9,109,355,324,49,774,65,26,40.0,30,46.2,590,3732,1523,48,24,9,39,24,543,151,Matches,40ef7347
2100,David Raum,de GER,DFFW,RB Leipzig,de Bundesliga,24-321,1998,14.4,1016,33,273,406,348,24,1016,25,5,20.0,17,68.0,528,2352,1257,34,16,8,13,8,613,97,Matches,7d450ed3
2101,Rayan Raveloson,mg MAD,DFMF,Auxerre,fr Ligue 1,26-052,1997,15.2,779,66,255,377,150,25,779,17,6,35.3,7,41.2,480,2742,1282,19,18,5,27,9,439,32,Matches,fb3236a7
2102,David Raya,es ESP,GK,Brentford,eng Premier League,27-175,1995,24.0,1064,768,997,68,0,0,1064,1,1,100.0,0,0.0,647,3976,2683,0,0,0,0,0,474,0,Matches,98ea5115
2103,Tim Ream,us USA,DF,Fulham,eng Premier League,35-155,1987,26.0,1713,253,904,768,51,12,1713,11,8,72.7,1,9.1,1033,5844,3934,21,8,0,13,4,1116,1,Matches,28b40c9c
2104,Ante Rebić,hr CRO,FWMF,Milan,it Serie A,29-169,1993,6.6,265,3,15,96,158,29,265,18,7,38.9,10,55.6,155,829,262,11,10,4,19,10,206,47,Matches,536cebe5
2105,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,27-265,1995,17.9,1070,73,340,454,288,26,1070,41,13,31.7,25,61.0,533,3819,2286,64,42,6,28,9,604,66,Matches,6213fd82
2106,Nathan Redmond,eng ENG,DF,Southampton,eng Premier League,29-003,1994,0.0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1,Matches,ab651565
2107,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,28-041,1995,22.7,1097,41,201,601,303,29,1097,18,7,38.9,11,61.1,512,2346,824,23,17,2,30,17,640,64,Matches,803ae100
2108,Sergio Reguilón,es ESP,DF,Atlético Madrid,es La Liga,26-083,1996,1.0,72,4,14,32,27,3,72,1,0,0.0,0,0.0,36,274,178,5,4,0,2,0,40,11,Matches,3353737a
2109,Bobby Reid,jm JAM,FWDF,Fulham,eng Premier League,30-035,1993,21.9,987,49,204,401,395,57,987,38,13,34.2,18,47.4,530,2527,1194,43,29,12,47,23,612,142,Matches,0f7533cd
2110,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40-190,1982,9.0,356,275,351,5,0,0,356,0,0,,0,,216,1188,749,0,0,0,0,0,198,0,Matches,e358587b
2111,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,fr Ligue 1,25-051,1998,1.0,82,0,22,53,11,1,82,9,5,55.6,4,44.4,54,423,244,3,7,0,0,4,56,4,Matches,d504b3e1
2112,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,fr Ligue 1,25-051,1998,3.7,377,2,31,210,144,11,377,21,11,52.4,6,28.6,316,2042,959,20,27,3,12,9,300,25,Matches,d504b3e1
2113,Reinier,br BRA,MFFW,Girona,es La Liga,21-049,2002,3.8,176,3,24,83,71,10,176,10,5,50.0,5,50.0,111,563,207,6,7,0,14,9,137,10,Matches,6b21b7b5
2114,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,20-284,2002,0.0,2,0,0,2,0,0,2,0,0,,0,,2,10,2,0,0,0,0,0,2,0,Matches,cc971106
2115,Karim Rekik,nl NED,DF,Sevilla,es La Liga,28-097,1994,7.4,518,36,205,276,39,8,518,3,1,33.3,2,66.7,385,1746,980,10,6,1,4,5,410,5,Matches,3376a776
2116,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,27-350,1995,24.0,917,784,915,2,0,0,917,0,0,,0,,527,3044,1896,0,0,0,1,0,434,0,Matches,374ee424
2117,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,24-212,1998,1.4,76,8,31,38,7,1,76,1,1,100.0,0,0.0,35,249,125,2,0,0,0,1,33,0,Matches,4bd00a50
2118,Marco Reus,de GER,MF,Dortmund,de Bundesliga,33-282,1989,11.4,472,9,74,211,196,38,471,17,7,41.2,9,52.9,277,1415,699,26,17,9,22,11,318,51,Matches,36a3ff67
2119,Alejandro Revuelta Montero,es ESP,DF,Getafe,es La Liga,22-327,2000,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,14d5b7ac
2120,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,25-128,1997,18.6,798,49,239,431,138,5,798,13,3,23.1,7,53.8,377,1941,1087,12,10,0,30,11,394,16,Matches,1ae836b1
2121,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,20-116,2002,5.6,303,5,32,125,149,30,302,17,6,35.3,9,52.9,204,1153,551,18,15,6,10,15,232,44,Matches,7fa4e703
2122,Chadi Riad,es ESP,MF,Barcelona,es La Liga,19-265,2003,0.0,1,0,1,0,0,0,1,0,0,,0,,1,8,0,0,0,0,0,0,1,0,Matches,b3b9b8b8
2123,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,21-332,2001,5.5,232,2,23,117,97,9,232,22,11,50.0,9,40.9,148,909,421,17,12,5,14,8,164,38,Matches,ce8039aa
2124,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23-212,1999,6.9,539,70,284,246,14,8,539,7,5,71.4,2,28.6,387,2012,915,8,3,0,3,4,380,1,Matches,102c9665
2125,Franck Ribéry,fr FRA,MF,Salernitana,it Serie A,39-336,1983,0.4,28,0,3,16,10,0,28,3,0,0.0,3,100.0,15,121,67,1,1,0,0,1,24,4,Matches,f61c7c4e
2126,Samuele Ricci,it ITA,MF,Torino,it Serie A,21-200,2001,13.5,822,32,145,528,156,5,822,15,5,33.3,7,46.7,523,2764,1213,25,18,1,12,11,586,13,Matches,9823be92
2127,Declan Rice,eng ENG,MF,West Ham,eng Premier League,24-054,1999,25.0,1739,77,450,1022,302,14,1738,36,19,52.8,14,38.9,1004,6248,3402,65,56,2,17,19,1168,26,Matches,1c7012b8
2128,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,22-346,2000,4.0,208,41,109,80,19,5,208,0,0,,0,,82,327,162,2,1,0,2,1,105,1,Matches,0a3d6d2b
2129,Richarlison,br BRA,MFFW,Tottenham,eng Premier League,25-303,1997,7.4,313,9,64,117,136,39,313,19,4,21.1,14,73.7,190,1067,485,19,14,6,25,15,212,51,Matches,fa031b34
2130,Marco Richter,de GER,MFFW,Hertha BSC,de Bundesliga,25-105,1997,13.3,720,22,125,334,275,27,720,59,22,37.3,28,47.5,359,1769,709,24,20,6,42,22,381,67,Matches,f972644c
2131,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,30-014,1993,15.3,1001,59,322,433,255,7,1001,24,12,50.0,9,37.5,470,2271,1075,28,23,0,22,8,533,64,Matches,d9ba39fc
2132,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,eng Premier League,26-181,1996,0.5,42,6,16,16,10,0,42,0,0,,0,,17,73,46,1,1,0,0,0,22,1,Matches,7a1f2c08
2133,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34-181,1988,23.0,1283,819,1185,105,0,0,1283,0,0,,0,,740,4024,2640,0,0,0,0,0,599,0,Matches,9f941969
2134,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,35-055,1988,17.4,931,16,159,583,202,16,931,24,13,54.2,10,41.7,533,2508,1159,22,24,5,19,18,607,33,Matches,f1cfc209
2135,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35-215,1987,4.7,168,140,167,1,0,0,168,0,0,,0,,109,417,242,0,0,0,0,0,80,0,Matches,7f41ee30
2136,Renaud Ripart,fr FRA,FWMF,Troyes,fr Ligue 1,29-360,1993,12.6,590,10,76,286,238,48,590,35,10,28.6,21,60.0,401,2358,972,26,15,7,30,18,412,85,Matches,beae3a73
2137,Rodrigo Riquelme,es ESP,MFFW,Girona,es La Liga,22-341,2000,16.5,668,8,94,251,336,54,668,85,30,35.3,50,58.8,461,3936,2083,73,60,25,44,17,492,103,Matches,65154df0
2138,Matt Ritchie,sct SCO,MFFW,Newcastle Utd,eng Premier League,33-180,1989,0.3,19,1,6,7,6,0,19,1,1,100.0,0,0.0,14,46,22,0,0,0,0,0,14,2,Matches,71ef519e
2139,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,31-030,1992,8.8,656,21,112,360,186,21,656,8,3,37.5,4,50.0,420,1855,1151,30,20,6,4,3,492,40,Matches,335fa267
2140,Lucas Robertone,ar ARG,MF,Almería,es La Liga,25-356,1997,19.4,1033,31,188,567,293,25,1033,43,17,39.5,18,41.9,528,2782,1414,27,26,4,27,11,652,66,Matches,a8981944
2141,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28-363,1994,18.7,1553,48,449,629,484,44,1553,27,11,40.7,15,55.6,821,4051,2333,49,40,6,22,7,996,147,Matches,2e4f5f03
2142,Antonee Robinson,us USA,DF,Fulham,eng Premier League,25-213,1997,22.3,1425,77,488,599,363,20,1425,52,25,48.1,20,38.5,722,4921,2895,76,60,10,26,17,769,92,Matches,289601e6
2143,Joel Roca,es ESP,MFFW,Girona,es La Liga,17-275,2005,0.7,55,2,9,23,23,3,55,9,3,33.3,6,66.7,35,189,64,1,1,1,4,2,37,13,Matches,5f21b94c
2144,Marc Roca,es ESP,MF,Leeds United,eng Premier League,26-103,1996,16.3,1041,31,224,611,211,18,1041,16,11,68.8,5,31.3,573,2557,1353,16,14,4,16,12,657,16,Matches,da27e268
2145,Enzo Roco,cl CHI,DF,Elche,es La Liga,30-205,1992,15.4,725,91,399,303,29,12,725,4,2,50.0,2,50.0,390,1894,938,5,5,0,6,0,401,2,Matches,37f827ec
2146,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,26-086,1996,2.0,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,0,Matches,17acc2ed
2147,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,32-149,1990,9.7,605,20,113,395,102,10,605,8,4,50.0,2,25.0,323,1421,731,15,12,2,4,6,419,25,Matches,e12b0b5b
2148,Joe Rodon,wls WAL,DF,Rennes,fr Ligue 1,25-138,1997,13.7,1032,89,432,578,25,12,1032,0,0,,0,,804,3985,1952,3,3,0,3,2,757,0,Matches,8d62d31a
2149,Rodri,es ESP,MF,Manchester City,eng Premier League,26-260,1996,23.9,2468,85,513,1501,468,47,2468,22,16,72.7,5,22.7,1493,7614,4045,56,56,1,15,14,1868,30,Matches,6434f10d
2150,Rodrigo,es ESP,FWMF,Leeds United,eng Premier League,32-003,1991,14.4,549,15,49,260,242,78,548,16,6,37.5,10,62.5,310,1551,635,31,13,17,34,11,387,107,Matches,1fb1c435
2151,Rodrigo,es ESP,FWMF,Betis,es La Liga,22-297,2000,11.0,594,3,65,283,249,28,594,27,9,33.3,15,55.6,407,2128,896,23,18,10,23,12,489,66,Matches,85bed4ee
2152,Ángel Rodríguez,es ESP,FWMF,Mallorca,es La Liga,35-317,1987,2.7,79,4,8,39,32,15,79,3,0,0.0,3,100.0,55,241,39,2,1,2,5,3,63,12,Matches,8cfc2f69
2153,Óscar Rodríguez Arnaiz,es ESP,MF,Celta Vigo,es La Liga,24-254,1998,14.1,926,14,133,498,303,23,926,18,6,33.3,10,55.6,571,2359,988,25,23,6,20,8,674,31,Matches,19709006
2154,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,34-276,1988,15.8,668,16,126,343,211,24,668,36,17,47.2,18,50.0,388,2048,920,21,19,2,37,22,438,48,Matches,70f8e0bd
2155,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28-331,1994,18.4,1148,63,319,712,127,9,1148,20,14,70.0,4,20.0,531,1847,872,7,6,2,12,16,730,13,Matches,34e393f2
2156,Pablo Rodríguez,es ESP,FWMF,Lecce,it Serie A,21-217,2001,0.6,32,0,4,18,11,0,32,1,0,0.0,0,0.0,21,97,54,2,2,0,1,2,22,7,Matches,1d4e63b6
2157,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,30-196,1992,17.9,1201,74,446,597,164,9,1201,8,4,50.0,4,50.0,686,3486,1909,23,31,3,8,5,791,22,Matches,7f78ad23
2158,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22-059,2001,16.2,824,2,27,324,478,116,823,81,41,50.6,31,38.3,583,3412,1854,78,42,42,38,17,710,164,Matches,8f5e92a6
2159,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,23-258,1999,10.4,354,40,142,119,94,11,354,5,2,40.0,2,40.0,160,622,264,8,7,1,13,9,180,31,Matches,57c94db2
2160,Agustín Rogel,uy URU,DF,Hertha BSC,de Bundesliga,25-143,1997,11.3,546,65,312,222,15,8,546,0,0,,0,,228,971,491,1,1,0,7,0,277,2,Matches,ea42c03f
2161,Rogério,br BRA,DF,Sassuolo,it Serie A,25-055,1998,21.3,1511,62,546,682,300,15,1511,21,12,57.1,5,23.8,805,4898,2764,58,37,7,17,4,913,60,Matches,10e7f486
2162,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,20-247,2002,0.1,6,0,3,3,0,0,6,0,0,,0,,4,18,12,1,0,0,0,0,5,0,Matches,1f2c7b55
2163,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28-056,1995,20.7,1265,209,692,559,17,10,1265,1,1,100.0,0,0.0,591,2341,1075,3,2,1,4,3,790,2,Matches,3ead85f9
2164,Simone Romagnoli,it ITA,DF,Lecce,it Serie A,33-028,1990,0.3,20,6,14,6,0,0,20,0,0,,0,,6,30,4,0,0,0,0,0,9,0,Matches,09899de8
2165,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,24-316,1998,16.3,1152,179,577,507,74,10,1152,18,11,61.1,7,38.9,732,3404,1879,15,19,2,15,10,747,4,Matches,a3d94a58
2166,Iván Romero,es ESP,MF,Sevilla,es La Liga,21-333,2001,0.1,5,0,0,3,2,0,5,0,0,,0,,4,19,1,0,0,0,1,1,4,0,Matches,2fbe6af0
2167,Luka Romero,ar ARG,FW,Lazio,it Serie A,18-111,2004,1.7,112,2,14,50,48,7,112,10,2,20.0,7,70.0,84,496,159,4,3,2,5,4,91,21,Matches,ca6edaa0
2168,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,31-166,1991,0.8,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,Matches,4b511457
2169,Oriol Romeu,es ESP,MF,Girona,es La Liga,31-166,1991,20.0,1191,51,337,700,164,23,1191,10,10,100.0,0,0.0,711,2785,1267,9,19,1,17,15,816,14,Matches,4b511457
2170,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,38-032,1985,5.8,220,8,25,91,106,32,220,9,4,44.4,3,33.3,94,477,288,9,6,3,7,3,167,33,Matches,dea698d9
2171,Connor Ronan,ie IRL,MF,Wolves,eng Premier League,25-003,1998,0.0,4,0,0,3,1,0,4,0,0,,0,,1,4,2,0,0,0,0,0,3,1,Matches,1b804500
2172,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,33-174,1989,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7,Matches,b318a643
2173,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28-092,1994,22.7,1690,51,355,1008,343,25,1690,34,22,64.7,11,32.4,1222,6969,3358,31,37,5,21,19,1179,46,Matches,ed45c4a5
2174,Marten de Roon,nl NED,MF,Atalanta,it Serie A,31-345,1991,19.9,1283,79,381,719,188,11,1283,4,2,50.0,2,50.0,652,2665,1195,8,20,0,12,9,777,11,Matches,2a1beb34
2175,Pablo Rosario,nl NED,MFDF,Nice,fr Ligue 1,26-061,1997,12.4,728,45,213,398,122,7,728,11,3,27.3,7,63.6,538,2542,1142,14,14,0,12,8,519,18,Matches,1a6b7ea4
2176,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,18-131,2004,0.2,11,0,1,5,5,0,11,1,1,100.0,0,0.0,8,22,12,0,0,0,0,0,7,2,Matches,90c1f9a4
2177,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28-057,1995,3.4,136,10,42,70,26,1,136,8,2,25.0,6,75.0,62,429,206,2,2,0,2,1,71,3,Matches,10a10454
2178,Anthony Rouault,fr FRA,DF,Toulouse,fr Ligue 1,21-284,2001,25.9,1663,257,896,724,49,24,1663,5,2,40.0,3,60.0,1072,5418,3001,11,6,1,19,3,984,4,Matches,9b545925
2179,Jérôme Roussillon,fr FRA,MFDF,Wolfsburg,de Bundesliga,30-062,1993,0.2,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,21,5,0,0,0,2,2,7,2,Matches,13203c45
2180,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30-062,1993,2.6,158,5,40,57,62,3,158,7,0,0.0,5,71.4,70,426,163,4,5,0,4,2,78,13,Matches,13203c45
2181,Nicolò Rovella,it ITA,MF,Monza,it Serie A,21-095,2001,11.5,966,26,225,584,169,6,966,7,3,42.9,4,57.1,591,2912,1418,15,27,1,13,6,694,12,Matches,e58cbfd5
2182,Nicolò Rovella,it ITA,MF,Juventus,it Serie A,21-095,2001,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2,Matches,e58cbfd5
2183,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29-013,1994,17.4,1525,163,651,844,36,16,1525,2,2,100.0,0,0.0,949,4993,2935,11,4,1,3,1,1122,2,Matches,4b3e1a38
2184,Ruan,br BRA,DF,Sassuolo,it Serie A,23-275,1999,9.6,578,98,374,198,8,6,578,4,1,25.0,3,75.0,273,1198,544,2,1,0,2,3,334,1,Matches,a378a02a
2185,Rubén,es ESP,DFMF,Espanyol,es La Liga,22-033,2001,5.6,292,12,86,118,96,17,292,14,7,50.0,6,42.9,132,1114,569,23,12,9,7,6,144,34,Matches,35d4f151
2186,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30-006,1993,16.6,1114,123,540,536,44,19,1114,1,1,100.0,0,0.0,738,3654,2284,8,5,0,7,0,821,3,Matches,18b896d6
2187,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,33-009,1990,6.0,368,18,95,196,79,4,368,3,0,0.0,3,100.0,179,681,340,5,2,0,9,5,210,4,Matches,80f36c88
2188,Daniele Rugani,it ITA,DF,Juventus,it Serie A,28-223,1994,3.9,231,33,137,86,8,3,231,0,0,,0,,140,620,411,2,0,0,1,0,160,0,Matches,14b8fcdf
2189,Matteo Ruggeri,it ITA,DFMF,Atalanta,it Serie A,20-241,2002,6.2,480,17,139,206,137,9,480,5,3,60.0,2,40.0,220,895,459,13,7,2,1,5,287,42,Matches,ae9898c5
2190,Mário Rui,pt POR,DF,Napoli,it Serie A,31-286,1991,16.6,1625,34,343,823,472,9,1625,10,4,40.0,5,50.0,953,4118,2592,48,50,1,9,6,1076,80,Matches,0b5a292a
2191,Aitor Ruibal,es ESP,DFFW,Betis,es La Liga,26-352,1996,11.1,688,26,211,297,193,14,688,45,24,53.3,21,46.7,346,1872,1206,28,22,4,18,9,392,43,Matches,a55d8df5
2192,Kays Ruiz,ma MAR,MF,Auxerre,fr Ligue 1,20-195,2002,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2,Matches,90a9cc01
2193,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,26-340,1996,13.3,1193,25,275,712,212,23,1193,16,8,50.0,8,50.0,967,4080,1869,17,14,2,17,10,946,41,Matches,c0c7ff58
2194,Víctor Ruiz,es ESP,DF,Betis,es La Liga,34-043,1989,5.1,269,45,156,107,7,4,269,0,0,,0,,139,715,337,3,2,1,0,0,156,0,Matches,b3dc6eca
2195,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30-293,1992,14.0,579,476,577,3,0,0,579,0,0,,0,,335,1591,1061,0,0,0,0,0,283,0,Matches,625c144a
2196,Franco Russo,ar ARG,DF,Mallorca,es La Liga,28-135,1994,1.6,78,12,47,28,3,0,78,0,0,,0,,43,163,63,0,0,0,0,1,41,0,Matches,b75ac54b
2197,Georginio Rutter,fr FRA,FWMF,Leeds United,eng Premier League,20-323,2002,2.0,82,3,10,32,40,9,82,17,6,35.3,10,58.8,50,233,89,4,1,1,8,10,57,10,Matches,c64c01fc
2198,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,20-323,2002,11.2,339,9,27,98,220,67,339,69,32,46.4,35,50.7,234,1537,721,32,11,24,46,25,260,75,Matches,c64c01fc
2199,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,25-112,1997,11.5,628,29,176,246,216,13,628,36,15,41.7,16,44.4,290,1637,681,19,16,4,11,14,293,32,Matches,009a4f60
2200,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25-112,1997,6.0,441,19,135,194,118,3,441,19,7,36.8,8,42.1,219,1120,597,21,13,1,9,10,249,21,Matches,009a4f60
2201,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30-217,1992,19.0,869,590,855,14,0,0,869,0,0,,0,,561,2961,1904,0,0,0,0,0,477,0,Matches,a70b8345
