Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,-9999
2080,Stanley Mills,eng ENG,MF,Everton,eng Premier League,19-135,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,c0a454d5
2081,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,37-064,1986,19,693,36,30.8,7.7,6,74,2,13,19,2,1.74,10,7,+3,+0.39,-0.54,14.1,10.6,+3.4,+0.45,-0.07,Matches,2f90f6b8
2082,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-217,2003,2,15,8,0.7,0.2,0,,0,2,8,3,0.00,0,1,-1,-6.00,-5.45,0.3,0.7,-0.4,-2.34,-1.88,Matches,1fda2b14
2083,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-114,1996,24,2115,88,94.0,23.5,24,88,23,0,,1,2.58,56,16,+40,+1.70,+0.37,43.3,19.4,+23.9,+1.02,-1.01,Matches,e0f8151c
2084,Yerry Mina,co COL,DF,Everton,eng Premier League,28-167,1994,3,234,78,10.0,2.6,3,78,1,0,,9,0.00,1,4,-3,-1.15,-0.47,2.3,4.1,-1.8,-0.70,-0.18,Matches,6d5701f2
2085,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-052,1995,12,480,40,20.5,5.3,7,54,0,5,20,13,2.17,10,8,+2,+0.37,-0.45,8.8,7.2,+1.5,+0.29,-0.13,Matches,f833a830
2086,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29-361,1993,22,1980,90,88.0,22.0,22,90,22,0,,1,1.55,30,32,-2,-0.09,+1.58,28.7,32.8,-4.1,-0.19,+0.91,Matches,8397a50c
2087,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-300,1999,18,1144,64,53.0,12.7,12,86,8,6,20,4,1.17,12,19,-7,-0.55,-0.46,16.0,14.1,+1.9,+0.15,+0.21,Matches,056269d7
2088,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-264,1997,16,814,51,37.7,9.0,10,70,4,6,19,8,0.94,10,15,-5,-0.55,-0.08,12.0,13.7,-1.7,-0.19,+0.38,Matches,bbf5c11b
2089,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-143,1995,19,1432,75,63.6,15.9,17,80,9,2,32,0,1.42,19,19,0,0.00,+0.22,16.3,17.6,-1.3,-0.08,-0.06,Matches,a9aa0d1d
2090,Juan Miranda,es ESP,DFFW,Betis,es La Liga,23-049,2000,8,448,56,20.7,5.0,4,86,2,4,26,16,1.75,6,4,+2,+0.40,+0.14,9.3,4.5,+4.7,+0.95,+0.90,Matches,ead61f73
2091,Antonio Mirante,it ITA,GK,Milan,it Serie A,39-244,1983,0,,,,,0,,0,0,,25,,,,,,,,,,,,Matches,30223b33
2092,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-218,2003,18,829,46,36.8,9.2,9,69,1,9,23,4,1.94,8,4,+4,+0.43,-0.58,10.9,9.4,+1.5,+0.17,-0.35,Matches,34693494
2093,Filippo Missori,it ITA,DF,Roma,it Serie A,18-350,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,2d3d7c0d
2094,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-189,1999,23,1721,75,76.5,19.1,21,80,14,2,19,0,1.04,17,21,-4,-0.21,+0.98,16.8,25.3,-8.5,-0.44,+0.21,Matches,5cbd1eb0
2095,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-293,1997,18,1102,61,53.2,12.2,11,86,6,7,22,2,1.72,26,13,+13,+1.06,+0.97,23.7,14.2,+9.5,+0.78,+0.49,Matches,74618572
2096,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-174,1994,20,1723,86,73.6,19.1,20,86,12,0,,0,1.60,29,23,+6,+0.31,+0.61,26.8,28.5,-1.7,-0.09,+1.11,Matches,3925dbd6
2097,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-291,1990,14,1041,74,48.2,11.6,11,88,10,3,26,10,1.14,9,14,-5,-0.43,-0.11,6.6,13.5,-6.9,-0.59,-0.49,Matches,e6777e6b
2098,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,25-356,1997,12,553,46,26.7,6.1,4,79,3,8,30,9,1.00,7,10,-3,-0.49,+0.28,8.7,10.6,-1.9,-0.30,+0.24,Matches,88d4144a
2099,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-047,1989,22,1453,66,64.6,16.1,17,78,5,5,27,1,2.00,34,14,+20,+1.24,+1.46,28.4,13.0,+15.4,+0.96,+0.48,Matches,dd0daf32
2100,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-329,1988,15,769,51,37.1,8.5,7,83,3,8,23,5,1.87,12,9,+3,+0.35,-0.76,13.8,10.9,+2.8,+0.33,-0.21,Matches,34e4343c
2101,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-181,1985,22,1263,57,58.5,14.0,14,77,3,8,24,0,2.32,33,12,+21,+1.50,+0.69,27.1,13.9,+13.2,+0.94,-0.65,Matches,6025fab1
2102,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-288,1999,5,409,82,17.5,4.5,5,82,1,0,,0,2.20,9,2,+7,+1.54,+1.31,6.0,4.7,+1.3,+0.29,-0.01,Matches,065dc209
2103,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-288,1999,18,1386,77,59.2,15.4,17,80,6,1,31,0,1.72,25,25,0,0.00,-0.19,18.0,25.5,-7.5,-0.49,-0.26,Matches,065dc209
2104,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-101,1997,26,1338,51,57.2,14.9,13,75,3,13,27,0,1.08,20,19,+1,+0.07,+0.79,16.6,20.2,-3.7,-0.25,-0.15,Matches,595e6f3e
2105,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-197,1995,13,737,57,35.6,8.2,8,76,4,5,26,5,0.85,8,13,-5,-0.61,+0.67,9.1,12.2,-3.1,-0.38,+0.04,Matches,9ec9c8b6
2106,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-200,1992,13,568,44,26.3,6.3,5,89,4,8,15,8,1.08,6,12,-6,-0.95,-1.57,6.4,11.0,-4.6,-0.74,-1.21,Matches,608f2092
2107,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-200,1992,3,270,90,12.5,3.0,3,90,3,0,,0,0.33,1,5,-4,-1.33,-0.10,2.1,5.6,-3.5,-1.15,+0.07,Matches,608f2092
2108,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21-359,2001,1,15,15,0.7,0.2,0,,0,1,15,2,1.00,0,0,0,0.00,+0.53,0.1,0.4,-0.3,-1.64,-1.60,Matches,29ddfb9c
2109,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-337,1998,19,1644,87,76.1,18.3,19,87,16,0,,1,1.84,27,14,+13,+0.71,-0.33,25.3,20.4,+4.9,+0.27,-0.49,Matches,23610943
2110,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-067,1992,5,229,46,10.2,2.5,1,79,0,4,38,2,0.20,1,6,-5,-1.97,-1.97,2.4,4.3,-1.8,-0.73,-0.74,Matches,54ab971f
2111,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-110,1991,7,466,67,19.9,5.2,6,75,1,1,17,0,1.00,5,8,-3,-0.58,-0.39,5.0,6.2,-1.2,-0.24,-0.07,Matches,7e82a78f
2112,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-110,1991,9,410,46,19.8,4.6,4,72,1,5,24,3,0.56,3,13,-10,-2.20,-1.44,5.9,8.5,-2.7,-0.58,-0.23,Matches,7e82a78f
2113,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-300,1998,24,1562,65,72.3,17.4,16,86,11,8,23,0,1.42,11,20,-9,-0.52,-1.72,16.8,19.7,-3.0,-0.17,-0.66,Matches,9939e168
2114,Monchu,es ESP,MF,Valladolid,es La Liga,23-177,1999,21,1206,57,55.8,13.4,14,75,7,7,22,2,1.00,7,17,-10,-0.75,-0.18,11.3,19.8,-8.5,-0.64,+0.05,Matches,8ac501f5
2115,Eric Monjonell,es ESP,DF,Girona,es La Liga,21-083,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,42593c71
2116,Diogo Monteiro,pt POR,DF,Leeds United,eng Premier League,18-040,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,17850779
2117,César Montes,mx MEX,DF,Espanyol,es La Liga,26-013,1997,7,495,71,22.9,5.5,6,81,5,1,7,0,1.57,7,8,-1,-0.18,+0.09,6.7,6.1,+0.6,+0.11,+0.27,Matches,28e957d7
2118,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19-356,2003,6,231,39,10.3,2.6,3,63,1,3,14,3,0.50,0,4,-4,-1.56,-0.49,1.7,2.1,-0.5,-0.19,+0.52,Matches,ca73910d
2119,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-067,1997,16,955,60,44.2,10.6,11,75,5,5,27,5,1.06,9,20,-11,-1.04,-0.96,12.5,18.5,-6.0,-0.56,-0.24,Matches,374d5158
2120,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-017,1996,24,2160,90,96.0,24.0,24,90,24,0,,0,0.71,20,37,-17,-0.71,-0.71,24.1,30.3,-6.2,-0.26,-0.13,Matches,c1d95617
2121,Martín Montoya,es ESP,DF,Betis,es La Liga,31-329,1991,3,183,61,8.5,2.0,3,61,0,0,,18,1.33,1,2,-1,-0.49,-0.86,1.9,1.9,0.0,-0.02,-0.28,Matches,5cec2487
2122,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-213,1992,20,1119,56,49.7,12.4,12,86,8,8,11,5,0.85,10,33,-23,-1.85,-1.53,8.7,22.8,-14.1,-1.13,-0.55,Matches,01ce9e70
2123,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-145,2003,1,12,12,0.6,0.1,0,,0,1,12,5,3.00,0,1,-1,-7.50,-8.16,0.1,0.8,-0.7,-5.50,-6.09,Matches,c4720845
2124,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-137,1992,24,1293,54,59.9,14.4,16,68,2,8,26,0,1.88,25,6,+19,+1.32,+1.32,20.2,12.4,+7.8,+0.55,+0.40,Matches,129af0db
2125,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-175,1998,10,76,8,3.5,0.8,0,,0,10,8,9,2.20,1,1,0,0.00,-0.30,1.2,0.7,+0.4,+0.59,+0.14,Matches,b7d7f3bf
2126,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-247,1992,13,826,64,38.2,9.2,10,77,2,3,20,3,1.85,8,9,-1,-0.11,-0.51,12.6,9.5,+3.0,+0.33,+0.28,Matches,11b9265b
2127,Alberto Moreno,es ESP,MF,Atlético Madrid,es La Liga,20-324,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,f2099034
2128,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-274,1993,7,423,60,18.8,4.7,3,79,1,4,47,0,1.71,8,4,+4,+0.85,+1.39,6.1,6.5,-0.4,-0.09,+0.26,Matches,16e9d0ea
2129,Álex Moreno,es ESP,DF,Betis,es La Liga,29-274,1993,15,1350,90,62.5,15.0,15,90,15,0,,1,1.80,19,13,+6,+0.40,+0.29,18.9,17.7,+1.2,+0.08,-0.42,Matches,16e9d0ea
2130,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-261,2001,7,531,76,24.6,5.9,6,84,3,1,28,2,1.29,6,7,-1,-0.17,-0.17,5.1,8.2,-3.1,-0.52,-0.71,Matches,a21417e2
2131,Diego Moreno,es ESP,DF,Valladolid,es La Liga,21-050,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,60232207
2132,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-336,1992,14,946,68,43.8,10.5,11,82,7,3,14,1,2.07,14,7,+7,+0.67,+0.81,16.5,14.4,+2.1,+0.20,+0.08,Matches,81f0781e
2133,Marco Moreno,es ESP,DF,Atlético Madrid,es La Liga,22-017,2001,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches,9602ef3b
2134,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-170,1996,2,13,7,0.6,0.1,0,,0,2,7,6,1.00,0,1,-1,-6.92,-6.15,0.5,1.3,-0.8,-5.78,-4.99,Matches,8499c713
2135,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-095,1996,18,945,53,43.8,10.5,10,78,3,8,21,4,0.44,8,19,-11,-1.05,+0.36,8.9,20.6,-11.7,-1.12,+0.18,Matches,004d185e
2136,Jimmy Morgan,eng ENG,FW,Southampton,eng Premier League,17-047,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,f9d409a1
2137,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-049,2003,16,734,46,34.0,8.2,8,73,2,8,19,1,1.00,6,10,-4,-0.49,-0.68,9.7,11.2,-1.5,-0.18,-0.25,Matches,f4c69aa6
2138,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-056,1999,4,158,40,7.3,1.8,2,70,0,2,10,11,2.00,3,4,-1,-0.57,-0.84,1.8,2.7,-0.9,-0.51,-0.72,Matches,a0255c67
2139,Manu Morlanes,es ESP,MFDF,Mallorca,es La Liga,24-056,1999,2,28,14,1.3,0.3,0,,0,2,14,3,0.00,0,0,0,0.00,+0.17,0.1,0.2,-0.1,-0.47,-0.20,Matches,a0255c67
2140,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24-362,1998,13,541,42,24.0,6.0,5,76,3,8,20,9,1.77,8,7,+1,+0.17,+0.38,6.9,9.5,-2.6,-0.44,-0.30,Matches,ff579c7e
2141,Raúl Moro,es ESP,FW,Lazio,it Serie A,20-094,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,919dd4b1
2142,Loren Morón,es ESP,FW,Betis,es La Liga,29-069,1993,2,15,8,0.7,0.2,0,,0,2,8,15,3.00,0,0,0,0.00,-0.29,0.3,0.0,+0.3,+1.76,+1.53,Matches,3aa4a3be
2143,Morro,es ESP,GK,Rayo Vallecano,es La Liga,22-179,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,117cd0a8
2144,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-255,2004,3,145,48,6.7,1.6,1,90,1,2,28,19,2.00,0,2,-2,-1.24,-1.29,1.7,1.6,+0.1,+0.05,+0.07,Matches,dc1ce4f5
2145,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,21-311,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches,1e159d70
2146,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-311,1998,18,1146,64,50.9,12.7,12,79,4,6,34,2,1.44,16,15,+1,+0.08,+0.57,15.1,16.5,-1.4,-0.11,-0.09,Matches,efc9e31f
2147,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-040,1996,14,269,19,11.5,3.0,1,64,0,13,16,7,1.14,6,4,+2,+0.67,+1.36,4.3,6.0,-1.7,-0.58,+0.03,Matches,3eaf8817
2148,Andrei Motoc,ro ROU,MF,Salernitana,it Serie A,20-330,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches,b64073a0
2149,Mattia Motolese,it ITA,DF,Bologna,it Serie A,18-330,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,c2409cf4
2150,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-109,2004,18,949,53,45.8,10.5,11,73,4,7,20,2,1.89,24,19,+5,+0.47,-0.65,19.8,15.2,+4.5,+0.43,-0.06,Matches,6ce43701
2151,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,37-055,1986,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,28a65a2c
2152,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-161,1994,11,631,57,27.0,7.0,8,71,2,3,22,1,1.18,9,8,+1,+0.14,+0.99,9.1,11.3,-2.2,-0.32,+0.18,Matches,19ba6c6d
2153,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-058,1999,23,1631,71,72.5,18.1,20,77,7,3,28,0,1.35,18,21,-3,-0.17,-0.46,22.3,23.3,-1.0,-0.06,-0.07,Matches,9674002f
2154,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-208,1992,10,113,11,4.8,1.3,0,,0,10,11,3,1.60,4,2,+2,+1.59,+1.27,2.8,0.7,+2.1,+1.67,+1.48,Matches,2b622f01
2155,Lys Mousset,fr FRA,FWMF,Bochum,de Bundesliga,27-029,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,d9cfca3d
2156,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-040,1995,17,698,41,29.8,7.8,7,67,0,10,23,1,0.53,4,11,-7,-0.90,+0.19,8.3,11.2,-2.9,-0.38,-0.31,Matches,71d10572
2157,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-182,1986,24,1567,65,67.0,17.4,18,76,6,6,33,0,1.08,11,24,-13,-0.75,-0.40,17.8,23.4,-5.6,-0.32,+0.45,Matches,f5a00fa4
2158,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-056,1998,4,58,15,2.6,0.6,0,,0,4,15,1,1.00,0,2,-2,-3.10,-2.36,0.1,1.4,-1.3,-1.99,-1.44,Matches,a0aee24e
2159,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-209,1996,23,1486,65,63.5,16.5,17,81,10,6,17,0,1.17,18,21,-3,-0.18,+0.24,19.2,20.8,-1.6,-0.10,+0.23,Matches,af0c835b
2160,Loris Mouyokolo,cg CGO,DF,Lorient,fr Ligue 1,21-291,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,96726741
2161,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-135,2004,1,4,4,0.2,0.0,0,,0,1,4,0,0.00,0,0,0,0.00,+0.40,0.1,0.0,+0.1,+1.17,+1.11,Matches,92868cb5
2162,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-063,2001,5,182,36,8.1,2.0,2,56,0,3,24,1,0.60,1,1,0,0.00,+0.04,3.5,2.2,+1.4,+0.68,+0.78,Matches,049a888d
2163,François Mughe,cm CMR,FW,Marseille,fr Ligue 1,18-266,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,7af655fe
2164,Endri Muhameti,al ALB,MF,Atalanta,it Serie A,18-240,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,da77b0e7
2165,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-128,1997,19,1137,60,48.6,12.6,12,83,9,7,20,2,2.47,33,11,+22,+1.74,+0.32,25.2,12.7,+12.5,+0.99,+0.04,Matches,ac73ec79
2166,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-340,1999,1,6,6,0.3,0.1,1,6,0,0,,2,0.00,0,0,0,0.00,+0.28,0.0,0.0,0.0,0.00,+0.10,Matches,1295552e
2167,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-116,1997,19,1710,90,82.6,19.0,19,90,19,0,,4,0.84,22,34,-12,-0.63,-0.63,25.4,24.6,+0.8,+0.04,+0.55,Matches,cbac6ec9
2168,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-177,1989,16,994,62,48.0,11.0,13,72,5,3,20,0,1.88,30,7,+23,+2.08,+0.33,26.2,8.5,+17.8,+1.61,+0.80,Matches,3c6089ab
2169,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-276,1998,5,283,57,13.1,3.1,3,90,3,2,7,15,1.20,4,3,+1,+0.32,+0.17,4.1,4.7,-0.7,-0.22,-0.22,Matches,5487adcd
2170,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-260,1996,22,1667,76,71.2,18.5,19,83,12,3,31,0,1.55,25,20,+5,+0.27,-0.13,28.6,24.0,+4.6,+0.25,-0.24,Matches,2acf0cd7
2171,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,30-080,1992,20,1264,63,58.5,14.0,15,77,4,5,23,2,1.45,26,12,+14,+1.00,+1.70,21.1,11.6,+9.5,+0.68,+0.53,Matches,c05dfb74
2172,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,21-309,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,a755db8c
2173,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-205,1997,12,784,65,36.3,8.7,9,78,7,3,27,7,1.67,12,12,0,0.00,-0.59,11.7,8.5,+3.2,+0.37,-0.13,Matches,228b0d9d
2174,Álvaro Muñoz,uy URU,FWMF,Real Madrid,es La Liga,18-238,2004,3,21,7,1.0,0.2,0,,0,3,7,1,1.67,2,1,+1,+4.29,+3.11,0.7,0.1,+0.6,+2.70,+1.50,Matches,49a6ecbb
2175,Curro Muñoz,es ESP,MF,Cádiz,es La Liga,20-061,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,58591b42
2176,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-124,2002,1,21,21,1.0,0.2,0,,0,1,21,1,1.00,0,0,0,0.00,+0.04,0.4,0.1,+0.3,+1.47,+1.47,Matches,175ece4c
2177,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,19-186,2003,2,12,6,0.6,0.1,0,,0,2,6,6,2.00,1,0,+1,+7.50,+7.37,0.8,0.3,+0.5,+3.63,+3.67,Matches,44e8521b
2178,Luis Muriel,co COL,FW,Atalanta,it Serie A,31-327,1991,16,652,41,29.0,7.2,6,68,0,10,24,2,1.50,10,5,+5,+0.69,+0.18,11.8,6.3,+5.4,+0.75,+0.33,Matches,eb2fe5b6
2179,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-286,1992,13,820,63,36.4,9.1,10,76,5,3,20,9,0.46,3,16,-13,-1.43,-0.48,5.0,11.5,-6.4,-0.70,-0.07,Matches,b233e8e4
2180,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28-319,1994,22,1914,87,88.6,21.3,22,87,12,0,,0,1.41,20,21,-1,-0.05,+1.05,18.3,23.9,-5.6,-0.26,+0.13,Matches,0cadc46d
2181,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-013,1995,24,598,25,27.7,6.6,5,69,1,19,13,0,1.71,13,3,+10,+1.51,+1.04,11.1,6.8,+4.3,+0.65,+0.11,Matches,de112b84
2182,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,28-083,1994,12,474,40,21.1,5.3,3,75,2,9,28,10,0.83,2,6,-4,-0.76,+0.46,4.8,10.3,-5.5,-1.04,-0.49,Matches,d183e9d6
2183,Yunus Musah,us USA,MF,Valencia,es La Liga,20-100,2002,21,1549,74,71.7,17.2,19,79,8,2,21,0,0.90,19,20,-1,-0.06,-0.06,21.6,20.8,+0.8,+0.05,+0.20,Matches,b51b1b9c
2184,Torben Müsel,de GER,FW,M'Gladbach,de Bundesliga,23-227,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,d01b9ad6
2185,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,20-011,2003,22,1557,71,75.2,17.3,19,77,5,3,31,0,2.09,47,16,+31,+1.79,-0.49,36.8,18.3,+18.5,+1.07,-0.49,Matches,2c0558b8
2186,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28-307,1994,19,1627,86,72.3,18.1,19,86,18,0,,2,1.79,33,19,+14,+0.77,+0.77,28.5,17.6,+10.9,+0.60,+0.30,Matches,a111cf41
2187,Suliman Mustapha,at AUT,FWMF,Mainz 05,de Bundesliga,21-289,2001,5,68,14,3.3,0.8,0,,0,5,14,4,2.20,1,0,+1,+1.32,+1.19,0.7,0.2,+0.5,+0.61,+0.71,Matches,9ff8ec4a
2188,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28-276,1994,14,1182,84,50.5,13.1,14,84,13,0,,0,1.93,24,19,+5,+0.38,+0.61,19.0,19.2,-0.3,-0.02,+0.73,Matches,dc29b608
2189,Steve Mvoué,cm CMR,MF,Toulouse,fr Ligue 1,21-035,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,2b089203
2190,Enock Mwepu,zm ZAM,FWMF,Brighton,eng Premier League,25-067,1998,6,213,36,10.3,2.4,2,73,0,4,17,0,2.17,5,4,+1,+0.42,-0.21,4.2,2.8,+1.4,+0.59,+0.04,Matches,1d5cab82
2191,Vitaliy Mykolenko,ua UKR,DFMF,Everton,eng Premier League,23-284,1999,25,2138,86,91.4,23.8,25,86,22,0,,0,0.84,17,35,-18,-0.76,-0.31,25.7,39.6,-13.9,-0.58,-0.46,Matches,30d4a2e5
2192,Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,25-293,1997,22,1320,60,58.7,14.7,15,79,6,7,20,2,1.50,20,18,+2,+0.14,-1.02,22.2,17.9,+4.3,+0.30,-0.54,Matches,c459a650
2193,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,23-201,1999,22,1972,90,95.3,21.9,22,90,21,0,,1,1.77,43,31,+12,+0.55,+0.55,32.1,27.4,+4.7,+0.21,+1.13,Matches,441197b8
2194,Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,22-360,2000,1,90,90,3.8,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+0.20,0.9,1.2,-0.3,-0.33,-0.18,Matches,e110ea4b
2195,Nathan N'Goumou,fr FRA,FW,M'Gladbach,de Bundesliga,22-360,2000,12,328,27,15.8,3.6,3,67,0,9,14,7,0.67,2,5,-3,-0.82,-0.93,3.4,5.3,-1.9,-0.53,-0.58,Matches,e110ea4b
2196,Caumenan N'Guessan,fr FRA,DF,Torino,it Serie A,19-189,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,0ba16279
2197,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,18-281,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,b85e57bb
2198,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,23-334,1999,14,1092,78,52.8,12.1,12,82,9,2,56,3,0.86,21,32,-11,-0.91,-0.72,19.2,20.8,-1.6,-0.13,-0.05,Matches,61590953
2199,Herculano Nabian,pt POR,FW,Empoli,it Serie A,19-043,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,c39babc1
2200,Nacho,es ESP,DF,Real Madrid,es La Liga,33-050,1990,15,776,52,35.9,8.6,8,86,6,7,12,8,2.20,14,2,+12,+1.39,+0.29,17.2,4.5,+12.7,+1.47,+0.41,Matches,2946f9a1
2201,Yannis Nahounou,fr FRA,DF,Nice,fr Ligue 1,18-297,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,2405094a
2202,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,29-049,1994,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches,de5b5570
2203,Anas Nanah,ma MAR,DF,Strasbourg,fr Ligue 1,19-362,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,4917d8f5
2204,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,28-295,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,2d70dbe5
